"","Area","Velocity","Points","Class","State"
"627",0.220142746,0.465944965,0.131147541,4,NA
"628",0.21647455,0.450593833,0.147540984,4,NA
"629",0.193113093,0.497473542,0.147540984,4,NA
"630",0.031855807,0.490437703,0.062295083,4,NA
"631",0.100924933,0.388467297,0.131147541,4,NA
"632",0.20228438,0.483996393,0.095081968,4,NA
"634",0.257694372,0.450400293,0.196721312,4,NA
"635",0.103386591,0.617672691,0.196721312,4,NA
"636",0.132056818,0.609800108,0.2,4,NA
"637",0.182253448,0.423680099,0.173770492,4,NA
"639",0.214544087,0.471208806,0.144262296,4,NA
"640",0.145861055,0.386210869,0.085245902,4,NA
"641",0.22579078,0.444474705,0.062295083,4,NA
"642",0.171296643,0.392447048,0.144262296,4,NA
"643",0.28279197,0.335269126,0.137704919,4,NA
"644",0.104545027,0.37647705,0.186885247,4,NA
"646",0.324736513,0.452974267,0.314754099,4,NA
"647",0.047976758,0.376253379,0.121311476,4,NA
"648",0.150253174,0.422429618,0.127868853,4,NA
"649",0.094408988,0.375941627,0.160655739,4,NA
"650",0.167532879,0.473692384,0.118032788,4,NA
"651",0.08470746,0.492776415,0.278688525,4,NA
"652",0.10304876,0.439362684,0.150819672,4,NA
"653",0.097063691,0.643382301,0.360655738,4,NA
"655",0.207545366,0.563306323,0.085245902,4,NA
"657",0.236215594,0.698128798,0.098360656,4,NA
"660",0.160534158,0.534854693,0.088524591,4,NA
"661",0.126795831,0.482130522,0.13442623,4,NA
"662",0.159326823,0.553665218,0.170491804,4,NA
"663",0.139634678,0.616292411,0.183606558,4,NA
"664",0.193837812,0.568578276,0.091803279,4,NA
"665",0.310449183,0.480023596,0.236065575,4,NA
"666",0.183073735,0.595906906,0.26885246,4,NA
"667",0.043681002,0.663166324,0.114754099,4,NA
"668",0.095326116,0.608987702,0.13442623,4,NA
"669",0.108454531,0.554661895,0.131147541,4,NA
"670",0.089727139,0.594546327,0.13442623,4,NA
"671",0.04836285,0.624138338,0.157377049,4,NA
"672",0.120955547,0.558509529,0.259016394,4,NA
"673",0.163139963,0.548564786,0.13442623,4,NA
"674",0.116128914,0.58863001,0.390163935,4,NA
"675",0.327342318,0.628398549,0.114754099,4,NA
"676",0.227044307,0.646023493,0.272131148,4,NA
"677",0.256487037,0.581817845,0.22295082,4,NA
"678",0.102131631,0.598670944,0.121311476,4,NA
"679",0.219032571,0.531009378,0.196721312,4,NA
"680",0.155803889,0.512976492,0.203278689,4,NA
"681",0.174096768,0.506616307,0.173770492,4,NA
"682",0.317158016,0.547480032,0.13442623,4,NA
"683",0.0701793,0.44025042,0.104918033,4,NA
"684",0.264113317,0.456504355,0.209836066,4,NA
"685",0.15392153,0.586481362,0.216393443,4,NA
"686",0.285977551,0.536473713,0.419672131,4,NA
"687",0.137447139,0.622793985,0.154098361,4,NA
"688",0.051351562,0.579875485,0.065573771,4,NA
"689",0.028203062,0.668160135,0.144262296,4,NA
"690",0.112812087,0.63733155,0.091803279,4,NA
"691",0.091702199,0.563098874,0.088524591,4,NA
"692",0.116804576,0.590288433,0.072131148,4,NA
"693",0.052710691,0.587250888,0.06885246,4,NA
"694",0.036400517,0.564666902,0.075409836,4,NA
"695",0.08792203,0.557033057,0.255737705,4,NA
"696",0.042899102,0.508977039,0.173770492,4,NA
"697",0.106865564,0.560750891,0.118032788,4,NA
"698",0.024210414,0.61174015,0.04590164,4,NA
"699",0.039246355,0.568199307,0.06885246,4,NA
"700",0.041115177,0.562740766,0.04590164,4,NA
"701",0.052243525,0.621329103,0.140983607,4,NA
"702",0.079851838,0.612576894,0.04590164,4,NA
"703",0.028457908,0.685446673,0.072131148,4,NA
"704",0.022426489,0.450060727,0.062295083,4,NA
"705",0.04481045,0.521155031,0.049180328,4,NA
"706",0.077006159,0.562209978,0.059016394,4,NA
"707",0.064731001,0.60329274,0.036065574,4,NA
"708",0.044088438,0.521783169,0.042622952,4,NA
"709",0.101938585,0.571927571,0.06885246,4,NA
"711",0.16284689,0.691619112,0.04590164,4,NA
"712",0.013889132,0.663880222,0.114754099,4,NA
"713",0.033002617,0.665310337,0.049180328,4,NA
"714",0.021109729,0.589543244,0.055737705,4,NA
"715",0.019835497,0.528107428,0.085245902,4,NA
"716",0.086775221,0.569388365,0.140983607,4,NA
"717",0.124152755,0.513033279,0.183606558,4,NA
"718",0.158599395,0.634501453,0.298360656,4,NA
"719",0.170874553,0.761095555,0.180327869,4,NA
"721",0.04952511,0.562645734,0.157377049,4,NA
"722",0.006116315,0.74595303,0.137704919,4,NA
"723",0.075264602,0.709924345,0.13442623,4,NA
"724",0.144837687,0.642559464,0.104918033,4,NA
"727",0.079299778,0.629945716,0.06885246,4,NA
"728",0.116294883,0.555172981,0.065573771,4,NA
"730",0.181832952,0.547170599,0.432786886,4,NA
"731",0.218785688,0.550770222,0.121311476,4,NA
"732",0.214792563,0.559471437,0.291803279,4,NA
"733",0.086520374,0.721776679,0.06885246,4,NA
"734",0.035593609,0.554805602,0.049180328,4,NA
"735",0.006328682,0.422151476,0.072131148,4,NA
"736",0.086223,0.583020809,0.127868853,4,NA
"737",0.088176876,0.708736446,0.049180328,4,NA
"739",0.160341431,0.623766323,0.216393443,4,NA
"740",0.050119858,0.664791138,0.062295083,4,NA
"741",0.138041887,0.655204504,0.049180328,4,NA
"742",0.01265738,0.581189707,0.052459017,4,NA
"743",0.144285625,0.576604996,0.160655739,4,NA
"744",0.111665278,0.670067727,0.013114755,4,NA
"745",0.054069977,0.580222003,0.042622952,4,NA
"746",0.312781028,0.415473746,0.186885247,4,NA
"747",0.255144315,0.515711557,0.360655738,4,NA
"748",0.095057731,0.617001674,0.137704919,4,NA
"749",0.052031206,0.539128812,0.186885247,4,NA
"750",0.040520588,0.53751327,0.13442623,4,NA
"751",0.145177588,0.522054358,0.121311476,4,NA
"752",0.025866916,0.561198236,0.180327869,4,NA
"753",0.023700721,0.519640316,0.186885247,4,NA
"754",0.072079022,0.516425456,0.216393443,4,NA
"755",0.134431509,0.629975847,0.35737705,4,NA
"756",0.023445874,0.647924132,0.091803279,4,NA
"757",0.147301256,0.611465485,0.091803279,4,NA
"758",0.117951385,0.642551352,0.140983607,4,NA
"759",0.001868869,0.562949373,0.127868853,4,NA
"760",0.11238729,0.45353171,0.13442623,4,NA
"762",0.134516405,0.591768381,0.101639345,4,NA
"763",0.035678505,0.659451967,0.088524591,4,NA
"765",0.117229373,0.609538191,0.042622952,4,NA
"766",0.126658692,0.556905575,0.062295083,4,NA
"768",0.009811589,0.610633376,0.055737705,4,NA
"770",0.071866703,0.702326428,0.186885247,4,NA
"771",0.048633147,0.478690831,0.206557377,4,NA
"772",0.178986635,0.66542623,0.052459017,4,NA
"773",0.146876458,0.605377647,0.049180328,4,NA
"774",0.092636689,0.605226987,0.065573771,4,NA
"775",0.032280605,0.573340303,0.042622952,4,NA
"776",0.010448705,0.697354636,0.075409836,4,NA
"778",0.210673607,0.639256526,0.104918033,4,NA
"779",0.073353253,0.591527325,0.04590164,4,NA
"780",0.181366264,0.664997426,0.281967214,4,NA
"781",0.056363596,0.492838997,0.052459017,4,NA
"782",0.137107397,0.651186508,0.059016394,4,NA
"783",0.158641924,0.535944084,0.167213115,4,NA
"784",0.161233393,0.633859408,0.219672132,4,NA
"785",0.072503819,0.593868355,0.052459017,4,NA
"787",0.00144413,0.519906868,0.039344263,4,NA
"788",0.042431936,0.518462847,0.042622952,4,NA
"791",0.026758878,0.649464344,0.055737705,4,NA
"792",0.175716636,0.648060885,0.321311476,4,NA
"793",0.225964395,0.579814062,0.065573771,4,NA
"794",0.199374352,0.41261004,0.078688525,4,NA
"795",0.039713521,0.501153131,0.108196721,4,NA
"796",0.084269284,0.530455412,0.442622951,4,NA
"797",0.220569613,0.677591473,0.150819672,4,NA
"798",0.043153948,0.686569672,0.029508197,4,NA
"799",0.027268572,0.561440452,0.085245902,4,NA
"800",0.113788945,0.684425659,0.249180328,4,NA
"801",0.062182537,0.604856131,0.065573771,4,NA
"802",0.067874055,0.669111614,0.052459017,4,NA
"803",0.123303161,0.591632787,0.059016394,4,NA
"804",0.017754357,0.564438593,0.078688525,4,NA
"805",0.146706667,0.611812003,0.052459017,4,NA
"807",0.037122688,0.651644284,0.049180328,4,NA
"808",0.152398185,0.623358381,0.321311476,4,NA
"809",0.163058731,0.46730902,0.04590164,4,NA
"810",0.195467237,0.499590899,0.311475411,4,NA
"811",0.116252514,0.558015826,0.036065574,4,NA
"812",0.356190937,0.57660152,0.416393443,4,NA
"813",0.163272165,0.660768507,0.049180328,4,NA
"814",0.193175211,0.419841737,0.183606558,4,NA
"815",0.084740909,0.382386414,0.209836066,4,NA
"817",0.187676899,0.371338374,0.065573771,4,NA
"818",0.146978875,0.369317208,0.019672132,4,NA
"819",0.129180398,0.370296499,0.213114755,4,NA
"820",0.202754253,0.375109519,0.137704919,4,NA
"821",0.05452902,0.42034587,0.154098361,4,NA
"822",0.068132883,0.519569621,0.039344263,4,NA
"823",0.189037142,0.432702337,0.226229508,4,NA
"824",0.094887302,0.360700594,0.042622952,4,NA
"825",0.265333395,0.407851491,0.206557377,4,NA
"826",0.184502468,0.41421747,0.104918033,4,NA
"827",0.007312102,0.406065586,0.059016394,4,NA
"829",0.098684992,0.303183106,0.206557377,4,NA
"830",0.061614389,0.407739075,0.081967213,4,NA
"831",0.186600173,0.348989648,0.036065574,4,NA
"832",0.308354663,0.419724685,0.331147542,4,NA
"833",0.262442481,0.381392055,0.173770492,4,NA
"835",0.214998033,0.397020169,0.163934427,4,NA
"836",0.135302128,0.351000384,0.137704919,4,NA
"837",0.171862083,0.412723615,0.144262296,4,NA
"838",0.17378936,0.391653184,0.232786886,4,NA
"839",0.32649336,0.402454373,0.163934427,4,NA
"840",0.114896253,0.393486605,0.259016394,4,NA
"841",0.126006126,0.407309113,0.114754099,4,NA
"843",0.170672269,0.425469481,0.095081968,4,NA
"844",0.161943778,0.373965659,0.203278689,4,NA
"845",0.172656885,0.42480194,0.173770492,4,NA
"847",0.275479469,0.394132127,0.114754099,4,NA
"848",0.180025134,0.420227659,0.055737705,4,NA
"849",0.361467852,0.398599785,0.180327869,4,NA
"850",0.237714409,0.389688805,0.111475411,4,NA
"851",0.221221065,0.533947254,0.154098361,4,NA
"852",0.094009993,0.518541654,0.075409836,4,NA
"853",0.197010651,0.469544588,0.062295083,4,NA
"854",0.168163624,0.524238933,0.144262296,4,NA
"855",0.102257143,0.432308302,0.177049181,4,NA
"856",0.195559618,0.489835061,0.052459017,4,NA
"857",0.150536372,0.44181613,0.33442623,4,NA
"859",0.200549831,0.474685583,0.065573771,4,NA
"860",0.155173145,0.407580301,0.075409836,4,NA
"861",0.2914456,0.426492812,0.039344263,4,NA
"862",0.061658668,0.547660824,0.036065574,4,NA
"863",0.121476867,0.535817761,0.019672132,4,NA
"864",0.218247325,0.536933806,0.144262296,4,NA
"865",0.196301859,0.506327735,0.114754099,4,NA
"866",0.115565863,0.459607958,0.118032788,4,NA
"867",0.097230934,0.437730916,0.013114755,4,NA
"868",0.207558109,0.418966748,0.019672132,4,NA
"870",0.067392714,0.556564851,0.039344263,4,NA
"871",0.06289754,0.465102426,0.032786885,4,NA
"873",0.329424094,0.406708789,0.272131148,4,NA
"874",0.093443756,0.576219073,0.06885246,4,NA
"875",0.28790642,0.470808976,0.242622951,4,NA
"876",0.104239211,0.504890666,0.032786885,4,NA
"877",0.13584734,0.518786187,0.016393443,4,NA
"878",0.08286046,0.533990135,0.029508197,4,NA
"879",0.155102424,0.509584316,0.33442623,4,NA
"880",0.136165899,0.48587733,0.042622952,4,NA
"881",0.067038795,0.456674717,0.039344263,4,NA
"882",0.197754484,0.515506427,0.213114755,4,NA
"883",0.106469118,0.455716285,0.02295082,4,NA
"885",0.220407149,0.387007051,0.209836066,4,NA
"886",0.073976194,0.582965181,0.009836066,4,NA
"887",0.04983666,0.566657936,0.095081968,4,NA
"888",0.133759033,0.616629658,0.032786885,4,NA
"889",0.092134005,0.519050422,0.091803279,4,NA
"890",0.100699713,0.468082024,0.262295083,4,NA
"891",0.122538621,0.572957856,0.600000001,4,NA
"892",0.211911205,0.507458847,0.203278689,4,NA
"893",0.230742766,0.461663893,0.032786885,4,NA
"894",0.111884606,0.388044289,0.052459017,4,NA
"895",0.29671933,0.333608385,0.104918033,4,NA
"896",0.160269755,0.582940843,0.009836066,4,NA
"897",0.122290942,0.566402972,0.032786885,4,NA
"899",0.129936336,0.507580534,0.101639345,4,NA
"900",0.08951482,0.532256382,0.052459017,4,NA
"901",0.096558458,0.479243638,0.183606558,4,NA
"902",0.060455315,0.526746849,0.02295082,4,NA
"904",0.126644517,0.509130017,0.121311476,4,NA
"906",0.136944614,0.514124988,0.095081968,4,NA
"907",0.244404129,0.508044104,0.295081968,4,NA
"908",0.330132887,0.486519375,0.2,4,NA
"909",0.171314164,0.532569292,0.095081968,4,NA
"910",0.163350212,0.463421983,0.019672132,4,NA
"911",0.142395461,0.472940241,0.026229509,4,NA
"912",0.076489299,0.520807354,0.02295082,4,NA
"913",0.059888919,0.419418729,0.032786885,4,NA
"914",0.1492975,0.512543054,0.154098361,4,NA
"915",0.229787091,0.44147077,0.370491804,4,NA
"917",0.116309059,0.604844541,0.026229509,4,NA
"918",0.073940835,0.51921499,0.088524591,4,NA
"919",0.141758345,0.534432845,0.140983607,4,NA
"920",0.202391097,0.49476745,0.154098361,4,NA
"921",0.109654699,0.477619983,0.249180328,4,NA
"922",0.272118682,0.40934071,0.272131148,4,NA
"923",0.259483076,0.380075515,0.281967214,4,NA
"924",0.113335956,0.489723804,0.029508197,4,NA
"925",0.081019991,0.573544273,0.111475411,4,NA
"926",0.05475663,0.592249336,0.059016394,4,NA
"927",0.189860615,0.594774635,0.213114755,4,NA
"929",0.140731951,0.498657963,0.177049181,4,NA
"931",0.179524998,0.45116982,0.147540984,4,NA
"932",0.231061324,0.401826235,0.029508197,4,NA
"933",0.197010651,0.387080063,0.095081968,4,NA
"935",0.054898228,0.475377462,0.154098361,4,NA
"936",0.130360974,0.592202979,0.163934427,4,NA
"937",0.146005839,0.544777416,0.02295082,4,NA
"938",0.080807512,0.508412642,0.029508197,4,NA
"939",0.112981879,0.568653606,0.036065574,4,NA
"940",0.136767655,0.477654751,0.308196722,4,NA
"941",0.29002961,0.421796845,0.016393443,4,NA
"942",0.116344419,0.487454628,0.229508197,4,NA
"945",0.076276979,0.476669665,0.036065574,4,NA
"947",0.055747663,0.593666702,0.232786886,4,NA
"948",0.04473973,0.659381273,0.02295082,4,NA
"949",0.060915313,0.587045759,0.039344263,4,NA
"951",0.089160902,0.539117223,0.098360656,4,NA
"952",0.129051382,0.478992152,0.088524591,4,NA
"953",0.066224721,0.477362702,0.055737705,4,NA
"956",0.106539997,0.414128233,0.209836066,4,NA
"958",0.144943926,0.50008576,0.098360656,4,NA
"959",0.077763531,0.587901046,0.118032788,4,NA
"960",0.175879101,0.561529689,0.088524591,4,NA
"961",0.163527011,0.56498097,0.039344263,4,NA
"962",0.219521558,0.541541696,0.242622951,4,NA
"963",0.161120305,0.466296119,0.039344263,4,NA
"964",0.28864866,0.421676316,0.393442623,4,NA
"965",0.158394085,0.44842896,0.036065574,4,NA
"966",0.024458252,0.387615487,0.032786885,4,NA
"967",0.1061152,0.457495237,0.160655739,4,NA
"968",0.160730071,0.37421251,0.196721312,4,NA
"969",0.055570704,0.479113839,0.049180328,4,NA
"970",0.034298033,0.57391397,0.114754099,4,NA
"971",0.023113141,0.394208616,0.072131148,4,NA
"972",0.115211785,0.546202895,0.032786885,4,NA
"973",0.043961015,0.53623961,0.039344263,4,NA
"975",0.10108915,0.497007653,0.111475411,4,NA
"976",0.109194701,0.536890926,0.04590164,4,NA
"977",0.11606138,0.503899785,0.016393443,4,NA
"978",0.173684236,0.526140731,0.013114755,4,NA
"979",0.147244552,0.465364343,0.219672132,4,NA
"980",0.212938555,0.436470005,0.147540984,4,NA
"981",0.194850827,0.434221688,0.049180328,4,NA
"982",0.113406676,0.412430406,0.167213115,4,NA
"983",0.124096051,0.345077115,0.104918033,4,NA
"984",0.12631895,0.665009016,0.049180328,4,NA
"985",0.231953286,0.51629102,0.229508197,4,NA
"986",0.111367904,0.613723072,0.055737705,4,NA
"987",0.088898888,0.469329028,0.029508197,4,NA
"988",0.173677865,0.612524743,0.055737705,4,NA
"989",0.087794606,0.572124589,0.186885247,4,NA
"990",0.079724415,0.429120097,0.04590164,4,NA
"991",0.046382056,0.484494731,0.049180328,4,NA
"992",0.235095862,0.558681049,0.081967213,4,NA
"993",0.051054189,0.623423281,0.049180328,4,NA
"994",0.097223925,0.637040659,0.049180328,4,NA
"995",0.024890058,0.498926835,0.059016394,4,NA
"996",0.175206944,0.60583774,0.242622951,4,NA
"997",0.210291337,0.573888474,0.055737705,4,NA
"998",0.1585145,0.518956549,0.288524591,4,NA
"999",0.178519948,0.405450196,0.236065575,4,NA
"1000",0.235562549,0.474743529,0.35737705,4,NA
"1001",0.072164076,0.410847314,0.039344263,4,NA
"1002",0.116167459,0.479540323,0.101639345,4,NA
"1003",0.153757313,0.65844602,0.085245902,4,NA
"1004",0.192281656,0.614928355,0.209836066,4,NA
"1005",0.029647086,0.487923993,0.059016394,4,NA
"1006",0.227366051,0.619870015,0.147540984,4,NA
"1008",0.083292265,0.454358024,0.049180328,4,NA
"1009",0.10355256,0.491229249,0.075409836,4,NA
"1010",0.32752071,0.438342828,0.26885246,4,NA
"1011",0.19088,0.387522773,0.219672132,4,NA
"1012",0.307260416,0.466876741,0.039344263,4,NA
"1013",0.076071669,0.627018269,0.183606558,4,NA
"1014",0.138424157,0.627516607,0.059016394,4,NA
"1015",0.006880854,1,0.052459017,4,NA
"1016",0.027013725,0.838934808,0.059016394,4,NA
"1018",0.033937107,0.548997065,0.137704919,4,NA
"1019",0.035678505,0.537713764,0.065573771,4,NA
"1020",0.134516405,0.508644428,0.383606558,4,NA
"1021",0.191177853,0.496427032,0.059016394,4,NA
"1022",0.027395995,0.53683298,0.062295083,4,NA
"1023",0.013719229,0.605057784,0.06885246,4,NA
"1024",0.010236338,0.725399481,0.039344263,4,NA
"1026",0.053178015,0.612375242,0.065573771,4,NA
"1027",0.076453939,0.589254672,0.06885246,4,NA
"1028",0.162676461,0.588623057,0.036065574,4,NA
"1029",0.061417997,0.542932406,0.108196721,4,NA
"1030",0.298425208,0.623507883,0.072131148,4,NA
"1031",0.364557865,0.505794629,0.062295083,4,NA
"1032",0.062055114,0.719170256,0.065573771,4,NA
"1033",0.03313004,0.64194871,0.052459017,4,NA
"1034",0.310275569,0.490044827,0.13442623,4,NA
"1035",0.32272004,0.502272654,0.13442623,4,NA
"1036",0.203283059,0.533373587,0.2,4,NA
"1037",0.193301042,0.520247592,0.121311476,4,NA
"1038",0.14513506,0.485740577,0.104918033,4,NA
"1039",0.11935304,0.487252975,0.065573771,4,NA
"1040",0.126743588,0.529786711,0.24590164,4,NA
"1041",0.258032044,0.504053922,0.062295083,4,NA
"1042",0.108522066,0.646881099,0.072131148,4,NA
"1043",0.246520948,0.638693287,0.259016394,4,NA
"1044",0.238281443,0.54584131,0.06885246,4,NA
"1045",0.341960948,0.477530746,0.232786886,4,NA
"1046",0.0975213,0.563608802,0.163934427,4,NA
"1047",0.112599609,0.575602525,0.236065575,4,NA
"1049",0.109074286,0.626783007,0.111475411,4,NA
"1050",0.15758001,0.625491964,0.167213115,4,NA
"1051",0.317072005,0.540815049,0.327868853,4,NA
"1052",0.252637263,0.433826495,0.24590164,4,NA
"1053",0.109414028,0.41258802,0.137704919,4,NA
"1055",0.08715749,0.54625157,0.327868853,4,NA
"1056",0.170492284,0.603694887,0.088524591,4,NA
"1057",0.200224902,0.578811591,0.170491804,4,NA
"1058",0.126956066,0.531612019,0.163934427,4,NA
"1059",0.150911633,0.468664964,0.095081968,4,NA
"1060",0.209440787,0.410221494,0.118032788,4,NA
"1061",0.165097502,0.448177473,0.085245902,4,NA
"1062",0.176947863,0.502525299,0.118032788,4,NA
"1063",0.201158277,0.429347246,0.052459017,4,NA
"1064",0.179114058,0.372803256,0.052459017,4,NA
"1065",0.206213794,0.391051702,0.33442623,4,NA
"1066",0.128612568,0.547715293,0.081967213,4,NA
"1067",0.298977906,0.445021718,0.373770492,4,NA
"1068",0.154097214,0.443981003,0.095081968,4,NA
"1071",0.314013847,0.389220599,0.2,4,NA
"1072",0.164715233,0.447469369,0.304918033,4,NA
"1073",0.346675608,0.468493443,0.190163935,4,NA
"1074",0.247328493,0.521443604,0.075409836,4,NA
"1075",0.161911921,0.448221513,0.177049181,4,NA
"1076",0.254464193,0.498903656,0.229508197,4,NA
"1077",0.207274592,0.461017212,0.052459017,4,NA
"1078",0.218191577,0.408625653,0.163934427,4,NA
"1080",0.268480749,0.497796882,0.216393443,4,NA
"1081",0.246393524,0.506363662,0.114754099,4,NA
"1082",0.242698251,0.585061678,0.081967213,4,NA
"1083",0.217086181,0.562937784,0.180327869,4,NA
"1084",0.211606982,0.483260476,0.154098361,4,NA
"1085",0.081678292,0.466566149,0.062295083,4,NA
"1086",0.038142074,0.49444411,0.059016394,4,NA
"1087",0.224221882,0.385224623,0.085245902,4,NA
"1088",0.110178568,0.429295095,0.06885246,4,NA
